Country,ISO Code,Data source category,Reference date (dd/mm/yyyy),year,Average household size (number of members),Households by size 1 member,"
Households by size 2-3 members",Households by size 4-5 members,Households by size 6 or more members,Average number of household members of selected ages Under age 15 years among all households,One-person,Couple only,Couple with children,Single parent with children,Single mother with children,Single father with children,Extended family,Non-relatives,Unknown,Nuclear,Multi-generation,Three generation,Skip generation
Philippines,608,DYB,7-Jan-2015,2015,4.38,7.77,29.83,35.68,26.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,608,DHS,17/09/2017,2017,4.23,9.18,30.05,36.82,23.95,1.33,9.18,6.55,42.23,7.93,5.49,2.43,30.77,3.34,0.0,56.71,35.98,18.26,3.01
Poland,616,IPUMS,7-Jan-1978,1978,3.18,17.29,42.81,31.58,8.31,0.76,17.29,13.75,42.58,7.94,6.98,0.96,NA,NA,0.0,64.27,NA,NA,NA
Poland,616,IPUMS,7-Jan-1988,1988,3.05,21,40.93,30.6,7.48,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,616,LFS,7-Jan-2001,2001,3.06,16.99,46.34,29.57,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,616,DYB,7-Jan-2002,2002,2.84,24.79,43.12,26.17,5.91,NA,24.79,14.52,37.33,11.26,NA,NA,NA,NA,12.1,63.11,NA,NA,NA
Poland,616,IPUMS,7-Jan-2002,2002,2.84,24.81,43.07,26.19,5.93,0.52,24.81,14.49,36.6,9.96,8.75,1.21,NA,NA,0.0,61.04,31.55,8.09,0.99
Poland,616,DYB,7-Jan-2011,2011,2.82,24.04,45.92,23.68,6.37,NA,24.04,15.94,30.81,11.44,NA,NA,NA,NA,17.77,58.19,NA,NA,NA
Poland,616,LFS,7-Jan-2011,2011,2.81,20.67,49.49,24.8,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,620,IPUMS,7-Jan-1981,1981,3.35,12.85,46.36,30.01,10.79,0.85,12.85,18.62,44.26,5.22,4.55,0.67,17.09,1.97,0.0,68.09,22.6,5.87,1
Portugal,620,IPUMS,7-Jan-1991,1991,3.11,13.93,49.04,30.54,6.5,0.62,13.93,19.8,44.3,5.77,4.94,0.83,14.38,1.83,0.0,69.86,27.86,7.89,0.87
Portugal,620,DYB,7-Jan-2001,2001,2.84,17.3,53.55,25.88,3.27,NA,17.3,22.02,41.14,6.97,NA,NA,NA,NA,12.56,70.13,NA,NA,NA
Portugal,620,IPUMS,7-Jan-2001,2001,2.8,17.39,53.58,25.79,3.23,0.45,17.39,22.06,41.02,6.44,5.52,0.92,11.49,1.6,0.0,69.52,28.81,6.1,0.72
Portugal,620,LFS,7-Jan-2001,2001,2.9,15.3,53.43,27.91,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,620,DYB,7-Jan-2011,2011,2.58,21.44,55.48,21.1,1.99,NA,21.44,23.83,35.17,9.01,NA,NA,NA,NA,10.56,68.01,NA,NA,NA
Portugal,620,IPUMS,7-Jan-2011,2011,2.61,20.73,55.52,21.54,2.22,0.39,20.73,23.84,34.71,8.25,7.09,1.16,11.17,1.31,0.0,66.79,26.63,5.08,0.63
Portugal,620,LFS,7-Jan-2011,2011,2.66,18.91,56.47,22.68,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,630,IPUMS,7-Jan-1970,1970,4.25,10.26,32.42,31.8,25.51,1.6,10.26,10.06,43.11,9.38,7.43,1.95,23.47,3.72,0.0,62.55,27.93,12.07,3.21
Puerto Rico,630,IPUMS,7-Jan-1980,1980,3.66,12.28,38.26,34.59,14.87,1.18,12.28,12.63,43.95,10.93,9.73,1.2,17.85,2.36,0.0,67.51,24.99,8.55,2.35
Puerto Rico,630,IPUMS,7-Jan-1990,1990,3.17,14.49,46.77,31.57,7.17,1.04,14.49,13.69,39.14,17.91,16.63,1.27,10.04,4.72,0.0,70.74,14.11,3.89,0.65
Puerto Rico,630,DYB,7-Jan-2000,2000,2.98,18.44,NA,NA,NA,NA,18.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,630,IPUMS,7-Jan-2000,2000,2.97,18.42,46.78,29.05,5.75,0.72,18.42,15.96,34.54,14.57,13.21,1.36,14.58,1.93,0.0,65.07,26.82,7.32,1.8
Puerto Rico,630,IPUMS,7-Jan-2005,2005,2.76,20.87,50.6,24.27,4.26,0.57,20.87,18,27.67,15.14,13.74,1.41,15.2,3.11,0.0,60.81,26.23,6.49,2.35
Puerto Rico,630,IPUMS,7-Jan-2010,2010,2.67,23.06,50.37,23.17,3.4,0.53,23.06,18.13,26.55,16.25,14.93,1.32,13.89,2.13,0.0,60.93,26.19,6.51,1.81
Qatar,634,MICS,7-Jan-2012,2012,4.67,6.98,30.59,33.99,28.44,1.45,6.98,12.63,51.17,1.45,1.06,0.39,7.01,20.73,0.03,65.26,23.67,5.04,0
Republic of Korea,410,DYB,7-Jan-2005,2005,2.88,19.96,43.09,34.69,2.26,NA,19.96,14.22,42.18,8.62,NA,NA,NA,NA,15.02,65.03,NA,NA,NA
Republic of Korea,410,DYB,7-Jan-2010,2010,NA,23.89,45.57,28.7,1.85,NA,23.89,15.41,37,9.19,NA,NA,NA,NA,14.51,61.6,NA,NA,NA
Republic of Korea,410,DYB,7-Jan-2015,2015,2.53,27.23,47.59,23.7,1.48,NA,27.23,15.6,32.18,10.78,NA,NA,NA,NA,14.21,58.57,NA,NA,NA
Republic of Korea,410,DYB,7-Jan-2020,2020,2.34,31.75,48.1,19.27,0.89,NA,31.75,16.81,29.08,9.73,NA,NA,NA,NA,12.62,55.63,NA,NA,NA
Republic of Moldova,498,MICS,7-Jan-2000,2000,3.09,17.03,43.54,32.79,6.64,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Republic of Moldova,498,DYB,7-Jan-2004,2004,2.99,20.25,44.1,29.97,5.67,NA,20.25,19.5,44.9,12.44,NA,NA,NA,NA,2.91,76.83,NA,NA,NA
Republic of Moldova,498,DHS,14/07/2005,2005,2.82,20.03,49.31,26.17,4.49,0.56,20.03,18.37,31.73,10.99,8.22,2.77,18.27,0.56,0.05,61.09,27.68,10.84,2.5
Republic of Moldova,498,MICS,7-Jan-2012,2012,2.54,25.11,51.42,20.87,2.6,0.47,25.11,21.58,25.38,9.97,7.91,2.05,15.39,1.63,0.95,56.93,23.15,8.37,2.95
Republic of Moldova,498,DYB,7-Jan-2014,2014,2.89,22.64,43.62,27.87,5.87,NA,22.64,15.19,33.1,10.42,NA,NA,NA,NA,18.65,58.71,NA,NA,NA
Réunion,638,DYB,7-Jan-2015,2015,2.64,26.3,46.91,22.87,3.92,NA,26.3,15.54,29.93,18.85,NA,NA,NA,NA,9.37,64.33,NA,NA,NA
Romania,642,IPUMS,7-Jan-1977,1977,3.12,14.06,49.21,28.68,8.05,0.81,14.06,22,42.56,4.02,3.22,0.81,15.98,1.39,0.0,68.58,23.59,9.13,0.89
Romania,642,IPUMS,7-Jan-1992,1992,3.07,17.12,46.87,27.94,8.07,0.7,17.12,20.05,39.92,6.02,5.02,1.0,15.44,1.44,0.0,65.99,26.18,9.49,1.38
Romania,642,LFS,7-Jan-2001,2001,3.02,20.53,44.25,27.1,8.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,642,DYB,7-Jan-2002,2002,2.92,18.91,49.44,25.58,6.07,NA,18.91,19.82,35.36,7.94,NA,NA,NA,NA,17.97,63.11,NA,NA,NA
Romania,642,IPUMS,7-Jan-2002,2002,2.92,18.88,49.37,25.63,6.11,0.52,18.88,19.8,35.4,7.36,6.21,1.15,18.53,0.02,0.0,62.56,31.49,10.6,0.94
Romania,642,DYB,7-Jan-2011,2011,2.67,25.98,48.41,20.58,5.03,NA,25.98,19.22,26.76,8.38,NA,NA,NA,NA,19.65,54.36,NA,NA,NA
Romania,642,IPUMS,7-Jan-2011,2011,2.67,25.99,48.45,20.5,5.05,0.42,25.99,19.24,26.56,7.71,6.13,1.59,17.34,3.15,0.0,53.51,NA,NA,NA
Romania,642,LFS,7-Jan-2011,2011,2.88,20.91,46.98,26.47,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russian Federation,643,DYB,7-Jan-2002,2002,2.71,22.27,51.36,22.72,3.65,NA,22.27,21.56,21.09,5.62,NA,NA,NA,NA,29.46,48.27,NA,NA,NA
Russian Federation,643,IPUMS,7-Jan-2002,2002,2.71,22.37,51.37,22.51,3.74,0.45,22.37,14.79,28.29,11.98,10.69,1.29,19.43,3.15,0.0,55.05,31.06,10.9,1.6
Russian Federation,643,DYB,7-Jan-2010,2010,2.58,25.69,51.04,19.84,3.43,NA,25.69,22.83,15.87,11.48,NA,NA,NA,NA,24.13,50.18,NA,NA,NA
Russian Federation,643,IPUMS,7-Jan-2010,2010,2.58,25.97,50.83,19.55,3.65,0.39,25.97,15.12,23.57,11.66,10.19,1.47,22.61,1.08,0,50.34,32.74,10.94,1.57
Rwanda,646,IPUMS,7-Jan-1991,1991,4.74,8.46,26.6,28.78,36.16,2.26,8.46,5.28,46.41,13.91,12.19,1.72,17.98,7.21,0.75,65.6,22.06,10.42,4.27
Rwanda,646,DHS,8-Jun-1992,1992,4.98,5.34,24.45,30.55,39.66,2.37,5.34,4.89,50.75,9.06,7.8,1.26,21.92,8.04,0.0,64.7,22.48,12.03,5.44
Rwanda,646,MICS,7-Jan-2000,2000,4.8,5.52,27.4,32.1,34.97,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rwanda,646,DHS,9-Dec-2000,2000,4.56,5.99,29.48,33.64,30.89,2.21,5.99,3.83,37.1,20.55,18.75,1.81,24.59,7.83,0.1,61.49,16.89,9.68,5.89
Rwanda,646,DYB,7-Jan-2002,2002,4.53,7.24,29.62,32.35,30.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rwanda,646,IPUMS,7-Jan-2002,2002,4.53,7.16,29.66,32.52,30.65,2.02,7.16,4.5,36.17,19.39,18.02,1.37,23.69,7.52,1.57,60.05,19.91,8.7,3.93
Rwanda,646,DHS,20/05/2005,2005,4.57,6.54,27.86,34.2,31.39,2.11,6.54,3.19,40.91,17.66,16.12,1.54,23.64,8.02,0.04,61.76,21.91,9.73,5.1
Rwanda,646,DHS,17/02/2008,2008,4.34,8.26,30.9,33.21,27.64,1.99,8.26,3.92,42.82,16.61,14.92,1.69,21.69,6.45,0.25,63.35,20.26,8.94,5.85
Rwanda,646,DHS,30/12/2010,2010,4.44,6.54,30.23,34.01,29.22,1.97,6.54,3.37,39.23,15.74,14.01,1.73,26.87,8.24,0.01,58.34,22,11.08,5.13
Rwanda,646,DYB,7-Jan-2012,2012,4.28,8.39,28.99,32.84,29.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rwanda,646,IPUMS,7-Jan-2012,2012,4.28,9.86,30.29,32.58,27.27,1.77,9.86,4.4,43.97,15.05,13.52,1.53,16.78,9.94,0.0,63.42,23.15,9.14,3.65
Rwanda,646,DHS,17/08/2012,2012,4.3,7.4,30.92,35.75,25.94,1.82,7.4,3.87,42.39,13.57,12.01,1.56,23.06,9.71,0.0,59.83,22.06,10.66,4.84
Rwanda,646,DHS,19/01/2015,2015,4.26,8.15,30.76,34.88,26.2,1.84,8.15,3.23,42.38,14.66,13.5,1.17,22.87,8.71,0.0,60.27,21.27,10.92,5.33
Rwanda,646,DHS,15/03/2020,2020,4.28,7.69,29.6,37.07,25.64,1.77,7.69,3.75,43.68,14.51,13.37,1.14,22.11,8.26,0.01,61.93,23.17,11.3,4.93
Saint-Martin (French part),663,DYB,7-Jan-2015,2015,2.56,29.33,46.11,20.58,3.97,NA,29.33,13.45,23.95,21.12,NA,NA,NA,NA,12.15,58.51,NA,NA,NA
Saint Barthélémy,652,DYB,7-Jan-2015,2015,2.42,23.43,57.27,18.04,1.25,NA,23.43,26.69,25.19,5.39,NA,NA,NA,NA,19.3,57.27,NA,NA,NA
Saint Barthélémy,652,DYB,7-Jan-2015,2015,2.42,23.43,57.27,18.04,1.25,NA,23.43,26.69,25.19,5.39,NA,NA,NA,NA,19.3,57.27,NA,NA,NA
Saint Helena,654,DYB,7-Jan-2008,2008,NA,26.03,54.51,16.33,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,659,DYB,7-Jan-2011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,662,MICS,7-Jan-2012,2012,2.89,26.79,41.93,21.72,9.56,0.61,26.79,11.86,22.55,15.04,12.02,3.02,21.5,2.26,0.0,49.46,29.06,11.18,2.32
Saint Pierre and Miquelon,666,DYB,7-Jan-2015,2015,2.26,30.95,51.35,17.02,0.69,NA,30.95,27.64,29.35,8.09,NA,NA,NA,NA,3.97,65.09,NA,NA,NA
Samoa,882,DYB,7-Jan-2016,2016,6.75,4.18,14.88,21.89,59.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samoa,882,MICS,7-Jan-2019,2019,6.6,4.4,16.22,22.49,56.89,2.56,4.4,4.19,26.99,4.55,3.03,1.52,58.25,1.59,0.04,35.73,55.15,40.64,2.09
Sao Tome and Principe,678,MICS,7-Jan-2000,2000,4.34,8.19,31.13,34.29,26.38,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,678,DYB,7-Jan-2001,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,678,DHS,13/11/2008,2008,3.84,19.87,27.96,29.93,22.25,1.67,19.87,4.68,26.71,15.22,13.77,1.45,31.84,1.69,0.0,46.6,16.95,11.28,6.1
Sao Tome and Principe,678,DYB,7-Jan-2012,2012,NA,16.82,27.95,31.61,23.63,NA,16.82,5.06,31.74,13.43,NA,NA,NA,NA,32.95,50.24,NA,NA,NA
Sao Tome and Principe,678,MICS,7-Jan-2014,2014,3.85,16.15,29.47,33.47,20.92,1.71,16.15,4.85,34.29,18,15.57,2.42,25.06,1.53,0.12,57.13,15.78,10.64,4.46
Sao Tome and Principe,678,MICS,7-Jan-2019,2019,4.06,13.78,27,35.26,23.96,1.73,13.78,4.42,40.33,15.74,13.84,1.9,24.56,1.15,0.03,60.48,20.42,11.48,3.62
Senegal,686,IPUMS,7-Jan-1988,1988,8.83,4.31,10.78,16.08,68.84,4.16,4.31,1.63,17.54,3.61,3,0.61,NA,NA,NA,22.78,NA,NA,NA
Senegal,686,DHS,24/03/1993,1993,8.83,5.16,10.03,15.05,69.76,4.19,5.16,1.76,15.53,2.86,2.64,0.23,68.51,6.09,0.09,20.15,49.4,37.19,1.9
Senegal,686,DHS,3-Aug-1997,1997,8.98,4.36,8.89,15.16,71.58,4.17,4.36,1.81,14.91,3.49,3.04,0.45,68.4,6.83,0.19,20.22,51.13,38.77,1.73
Senegal,686,MICS,7-Jan-2000,2000,9.42,0.21,5.79,15.9,78.1,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,686,DYB,7-Jan-2002,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,686,IPUMS,7-Jan-2002,2002,9.14,4.4,9.86,14.77,70.97,3.91,4.4,1.57,15.68,3.43,2.84,0.59,56.32,18.59,0.0,20.68,50.35,33.04,2.2
Senegal,686,DHS,31/03/2005,2005,8.7,6.59,9.73,14.87,68.82,3.84,6.59,1.29,17.53,7,5.36,1.64,46.75,20.64,0.2,25.81,61.7,41.1,1.34
Senegal,686,DHS,30/11/2006,2006,9.39,5.3,8.1,13.68,72.92,4.05,5.3,0.69,14.49,3.39,2.82,0.57,62.45,13.57,0.11,18.57,58.49,41.98,0.92
Senegal,686,DHS,30/12/2008,2008,9.25,3.88,8.75,15.41,71.96,4.03,3.88,1.81,17.54,3.63,3.16,0.47,64.02,8.84,0.29,22.97,54.95,41.18,1.31
Senegal,686,DHS,19/01/2011,2011,9.32,3.43,9.01,15.14,72.42,4.12,3.43,1.27,16.26,4.24,3.58,0.66,62.95,11.85,0.0,21.77,57.32,43.83,1.42
Senegal,686,DHS,2-Jan-2013,2013,8.99,6.55,10.5,15.23,67.71,3.95,6.55,1.51,16.23,3.77,3.3,0.47,61.96,9.98,0.0,21.51,54.09,40.97,1.51
Senegal,686,DHS,10-Jul-2013,2013,8.8,6.47,10.79,16.02,66.73,3.9,6.47,1.38,15.44,4.73,4.13,0.6,62.64,9.34,0.0,21.55,52.79,40.06,1.42
Senegal,686,DHS,6-Jun-2014,2014,8.62,6.38,11.07,16.79,65.76,3.86,6.38,1.25,14.67,5.68,4.95,0.72,63.31,8.71,0.0,21.6,51.5,39.15,1.33
Senegal,686,DHS,20/06/2015,2015,8.32,7.22,11.06,17.88,63.83,3.77,7.22,1.37,15.01,7.09,6.39,0.7,62.36,6.94,0.01,23.47,50.33,37.1,1.85
Senegal,686,DHS,13/07/2016,2016,8.31,8.38,11.98,15.47,64.17,3.71,8.38,1.56,15.53,5.42,4.86,0.56,62.34,6.76,0.0,22.52,50.87,37.94,1.08
Senegal,686,DHS,16/08/2017,2017,8.66,6.92,11.47,15.48,66.13,3.83,6.92,1.19,15.59,6.12,5.37,0.75,62.7,7.47,0.0,22.9,53.19,37.45,1.17
Serbia,688,DYB,7-Jan-2002,2002,2.97,20.02,43.85,29.43,6.7,NA,20.02,17.11,33.45,9.05,NA,NA,NA,NA,20.36,59.62,NA,NA,NA
Serbia,688,MICS,7-Jan-2005,2005,3.23,17.39,40.02,31.76,10.83,0.56,17.39,16.18,31.97,6.45,5.05,1.4,27.27,0.74,0.0,54.6,45.21,21.33,0.73
Serbia,688,MICS,7-Jan-2010,2010,3.27,17.03,40.64,30.59,11.73,0.52,17.03,15.18,31.71,6.82,5.32,1.51,27.48,1.74,0.03,53.72,48.15,22.47,0.84
Serbia,688,DYB,7-Jan-2011,2011,2.88,22.33,44.81,26.19,6.67,NA,22.33,16.59,30.19,10.23,NA,NA,NA,NA,20.67,57,NA,NA,NA
Serbia,688,MICS,7-Jan-2014,2014,3.1,18.85,43.04,29.39,8.72,0.46,18.85,16.53,30.77,7.56,5.47,2.09,25.69,0.59,0.0,54.86,45.86,18.56,0.88
Serbia,688,MICS,7-Jan-2019,2019,2.85,21.78,46.73,23.94,7.55,0.4,21.78,19.81,25.31,8.15,6.22,1.93,23.81,1.13,0.0,53.27,41.21,16.32,0.79
Seychelles,690,DYB,7-Jan-2002,2002,3.78,14.32,34.9,33.81,16.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,690,DYB,7-Jan-2010,2010,NA,16.34,38.89,31.63,13.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,694,MICS,7-Jan-2000,2000,6.29,2.71,13.43,23.94,59.92,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,694,IPUMS,7-Jan-2004,2004,5.99,5.98,21.29,25.89,46.85,2.49,5.98,3.97,19.35,7.75,6.11,1.64,54.95,8,0.0,31.07,31.31,21.87,4.47
Sierra Leone,694,MICS,7-Jan-2005,2005,6.04,2.42,14.36,31.07,52.16,2.63,2.42,2.55,28.61,5.11,3.56,1.55,59.1,2.1,0.1,36.27,37.68,25.35,3.84
Sierra Leone,694,DHS,20/05/2008,2008,5.88,4.13,15.68,30.98,49.21,2.84,4.13,2.87,28.19,4.51,2.98,1.53,56.7,3.49,0.1,35.57,34.21,26.24,4.99
Sierra Leone,694,MICS,7-Jan-2010,2010,5.85,3.3,17.03,33.09,46.58,2.45,3.3,2.45,29.28,5.01,3.42,1.59,57.42,2.15,0.4,36.73,37.83,26.56,4.35
Sierra Leone,694,DHS,18/08/2013,2013,5.9,4,15.87,30.74,49.38,2.69,4,2.48,27.06,4.82,3.36,1.46,57.47,4.17,0.01,34.36,33.33,26.68,4.69
Sierra Leone,694,IPUMS,7-Jan-2015,2015,5.6,6.51,20.11,27.61,45.77,2.29,6.51,3.27,24.57,8.89,7.29,1.6,51.69,5.07,0.0,36.73,27.34,5.8,0.18
Sierra Leone,694,MICS,7-Jan-2017,2017,4.87,8.14,23.46,34.6,33.8,2.07,8.14,3.23,26.9,9,7.05,1.95,47.7,3.59,1.44,39.13,26.67,20.25,5.59
Sierra Leone,694,DHS,7-Oct-2019,2019,5.29,6.42,20.52,33.28,39.78,2.33,6.42,2.71,25.76,7.2,5.09,2.11,52.52,5.39,0.0,35.67,30.89,24.68,5.41
Singapore,702,DYB,7-Jan-2000,2000,3.58,8.24,36.32,43.4,12.04,NA,8.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singapore,702,DYB,7-Jan-2010,2010,3.29,12.21,38.95,37.69,11.15,NA,12.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singapore,702,DYB,7-Jan-2020,2020,2.95,16.05,43.01,31.99,8.96,NA,16.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sint Maarten (Dutch part),534,DYB,7-Jan-2011,2011,2.58,29.18,46.32,20.18,4.31,NA,31.33,16.36,26.33,16.14,NA,NA,NA,NA,9.84,58.83,NA,NA,NA
Slovakia,703,DYB,7-Jan-2001,2001,3.23,NA,NA,NA,NA,NA,24.2,29.54,32.87,11.42,NA,NA,NA,NA,1.96,73.84,NA,NA,NA
Slovakia,703,LFS,7-Jan-2001,2001,3.14,16.52,42.4,34.02,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,703,DYB,7-Jan-2011,2011,2.9,25.33,41.37,26.81,6.49,NA,25.33,12.05,29.67,10.51,NA,NA,NA,NA,22.44,52.23,NA,NA,NA
Slovakia,703,LFS,7-Jan-2011,2011,2.8,20.83,47.99,26.99,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,705,LFS,7-Jan-2001,2001,2.63,23.45,49.84,24.48,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,705,DYB,7-Jan-2002,2002,2.85,21.87,43.88,30.33,3.92,NA,21.87,14.19,38.78,10.63,NA,NA,NA,NA,14.53,63.61,NA,NA,NA
Slovenia,705,IPUMS,7-Jan-2002,2002,2.82,20.9,44.96,31.22,2.92,0.41,20.9,14.54,38.53,9.28,8.05,1.22,13.18,3.57,0.00,62.35,NA,NA,NA
Slovenia,705,LFS,7-Jan-2011,2011,2.47,29.21,46.97,21.95,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,705,DYB,7-Jan-2015,2015,2.47,32.6,43.69,20.54,3.16,NA,32.6,14.15,28.88,13.17,NA,NA,NA,NA,11.2,56.19,NA,NA,NA
Somalia,706,MICS,7-Jan-2006,2006,5.69,0.83,20.98,29.94,48.26,2.8,0.83,4.77,55.46,8.82,7.77,1.05,28.68,0.91,0.54,69.04,25.33,13.92,3.42
Somalia,706,MICS,7-Jan-2011,2011,6.16,1.53,16.16,27.57,54.74,3.14,1.53,2.9,44.3,13.89,13.05,0.84,33.57,1.97,1.84,61.09,37.12,15.08,4.21
South Africa,710,DYB,7-Jan-1996,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,710,IPUMS,7-Jan-1996,1996,4.06,16.23,32.02,27.05,24.7,1.4,16.23,9.82,23.88,12.44,10.54,1.9,29.52,5.23,2.88,46.14,29.77,15.64,4.41
South Africa,710,DHS,14/05/1998,1998,4.25,12.03,31.43,30.54,26,1.61,12.03,7.7,21.9,12.58,11.13,1.46,41.97,3.75,0.07,42.18,34.08,22.91,7.14
South Africa,710,DYB,7-Jan-2001,2001,NA,18.54,33.25,26.6,21.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,710,IPUMS,7-Jan-2001,2001,3.84,18.6,33.24,26.62,21.54,1.25,18.6,9.18,20.54,11.27,9.82,1.45,37.17,3.25,0.0,40.98,30.16,17.9,4.22
South Africa,710,IPUMS,7-Jan-2007,2007,3.78,18.13,34.01,27.73,20.13,1.16,18.13,8.54,20.44,11.51,9.92,1.59,39.02,2.35,0.0,40.5,32.56,18.95,4.8
South Africa,710,DYB,7-Jan-2011,2011,3.38,27.57,34.52,23.02,14.89,NA,27.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,710,IPUMS,7-Jan-2011,2011,3.24,26.8,34.66,23.5,15.04,0.93,26.8,9.12,16.88,10.53,9.12,1.41,32.89,3.77,0.0,36.53,25.97,13.83,4.27
South Africa,710,IPUMS,7-Jan-2016,2016,3.2,25.79,36.7,24.33,13.17,0.89,25.79,9.39,18.34,12,9.82,2.18,32.14,2.32,0.01,39.73,29.31,14.84,4.26
South Africa,710,DHS,29/08/2016,2016,3.36,23.84,36.32,24.66,15.17,1.02,23.84,8.7,15.6,11.56,10,1.56,37.6,2.7,0.00,35.86,28.42,18.14,5.36
South Sudan,728,MICS,7-Jan-2000,2000,5.56,4.73,18.37,30.7,46.2,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,728,IPUMS,7-Jan-2008,2008,5.95,4.33,15.68,26.87,53.12,2.85,4.33,2.04,25.95,15,13.57,1.43,41.63,11.05,0.0,42.99,25.17,8.96,1.57
South Sudan,728,MICS,7-Jan-2010,2010,5.98,3.15,14.56,29.37,52.92,3.17,3.15,2.66,32.58,14.7,13.93,0.77,45.94,0.96,0.0,49.94,29.23,19.19,1.96
Spain,724,IPUMS,7-Jan-1991,1991,3.26,13.33,43.78,34.86,8.04,0.64,13.33,16.92,48.42,6.74,5.56,1.18,13.68,0.91,0.0,72.08,33.45,7.19,0.36
Spain,724,DYB,7-Jan-2001,2001,2.86,20.28,46.43,29.24,4.06,NA,20.28,17.26,39.13,8.09,NA,NA,NA,NA,15.25,64.47,NA,NA,NA
Spain,724,IPUMS,7-Jan-2001,2001,2.86,20.28,46.42,29.24,4.06,0.42,20.28,17.26,40.33,8.45,6.89,1.56,10.46,3.22,0.00,66.04,NA,NA,NA
Spain,724,LFS,7-Jan-2001,2001,2.99,14.37,49.26,32.79,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,724,DYB,7-Jan-2011,2011,2.58,23.19,51.75,23.29,1.78,NA,23.19,21.04,34.96,9.36,NA,NA,NA,NA,11.45,65.36,NA,NA,NA
Spain,724,IPUMS,7-Jan-2011,2011,2.58,23.19,51.75,23.29,1.78,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,724,LFS,7-Jan-2011,2011,2.69,19.06,53.4,25.56,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
State of Palestine,275,DYB,7-Jan-1997,1997,6.38,3.31,17.02,22.28,57.4,NA,3.31,6.61,62.16,4.46,NA,NA,NA,NA,23.47,73.23,NA,NA,NA
